text,label
हो प्रोजेक्टेड प्रधानमन्त्री मंत्रीहरुको खबर?,0
नेकपा एमालेका अध्यक्ष केपी शर्मा ओलीले रवि लामिछाने सभापति रहेको राष्ट्रिय स्वतन्त्र पार्टीको उदयबारे टिप्पणी गरेका छन्।,0
विधानपरिषद पूर्व सभापति श्री गणेश शंकर पांडेय जी,0
यहि हुनुपर्छ लाइन प्रधानमन्त्री सभापति ।,0
रविलाई पार्टी रबिलामिछाने अध्यक्ष नभनेर सभापति भनियो? राष्ट्रियस्वतन्त्र पार्टी तमसोमा ज्योतिर्गमय पूरा भिडियो तमसोमज्योतिर्गमय,0
त्यहाँको वडाध्यक्ष हो ?,0
नौटंकीहरु वडाध्यक्ष भिड्नुपर्नेहरु सांसद,0
खुलामञ्चको संरक्षणका लागि अकुपाई टुँडिखेल अभियानले काठमाडाैँ २८ का वडाध्यक्ष भाइराम खड्गीलाई ध्यानाकर्षणपत्र बुझाएको छ।,0
यी वडामा एमाले वडाध्यक्ष छन् हैन्त?,0
कतारको नेपाली श्रमिक बारेमा कतै मार्मिक ओप एड आएनन् छापिएन् भनेको त भर्खर झल्यास्स भैयो लेख्ने हातमा भकुन्डो बसेपछि कसरी लेख्नु? मिडिया हबले चैँ हातमा राख्दियो होला?,0
सुनसँगै एउटो नेपाली शब्दकोश किन्नुपर्ने यिनारुले,0
भारतका लागि नेपाली राजदूत शंकर शर्मा भारतीय सेनाका सीडीएस चिफ अफ डिफेन्स स्टाफ अनिल चौहानबीच भेटवार्ता भएको ।,0
नेपाली काँग्रेसका महामन्त्री तथा झापा क्षेत्र नं १ नवनिर्वाचित प्रतिनिधि सभा सदस्य विश्वप्रकाश शर्माले अर्का महामन्त्री गगनकुमार थापालाई प्रधानमन्त्री बनाउने अभियान सुरु गर्ने बताएका छन् ।,0
नेपाली काङ्ग्रेस ।।।।।।।।।।।।,0
अमेरिका बेलायत चाइना भारत तिर चुनाव पछि सरकार गठन गर्ने बेला तिर हाम्रा नेपाली राजदुतहरू चै गर्छन होला है ?? जिज्ञासा,0
प्रजातान्त्रिक शक्तिको लागि नेपाली काङ्ग्रेस राप्रपा नेपालको औचित्य के??,0
अष्ट्रेलियन नेपाली बहुसांस्कृतिक केन्द्रको अध्यक्षमा गुल्मीका भट्टराई,0
सिरियामा तैनाथ नेपाली शान्ति सैनिकहरुको अदलीबदली,0
दुलाल ब्रो मास्कवाद लेलिन वाद देखि आयो? नेपाली बिचारधारा हो?,0
उज्जैन महाकाल साष्टांग दंडवत प्रणाम कांग्रेस नेता का बोलो भक्तो अब भारतजोदोयात्रा २०२२,0
कर्णाली प्रदेशको समानुपातिक १६ सिटमा एमाले कांग्रेसलाई ५ ५ माओवादीलाई ४ नेमकिपा नील,0
उहाँ एमाले होके,0
अब एमाले सुकुम्बासीहकु भैसेपाटी भिआईपी एरियामा घर दिने होला बिष्णु पौडेल जसरी,0
प्रदेश १ २४ सिटको एमाले १५ खुम्चियो कांग्रेस अझै दोस्रो स्थानमा विस्तृत लाइभ टिभी एप कान्तिपुर समाचार कान्तिपुर,0
देशमा मान्छे हुन्छ एमाले हुन्छ भन्थियो एउटोले हो क्या हो?,0
प्रतिनिधि सभा समानुपातिक मतगणना ९८ २१ ५६१ थ्रेसहोल्ड कटाइसकेका दलहरूको मत पाउने समानुपातिक सिटः एमाले २६ ७७ ०३४ ३४ सिट कांग्रेस २५ २८ १७४ ३२ सिट माओवादी ११ ४१ ६७६ १५ राष्ट्रिय स्वतन्त्र पार्टी १० ९४ ३९१ १४ सिट राप्रपा ५ ६६ २०६ ७ सिट जसपा ३ ८४ ८९० ५ सिट,0
पार्टी नेतृत्व भनेपछि ओली परे नी १ जना जित्ने क़ुरो रहेन एमाले ओली संग्गै आऊने भो,0
रवि लामिछाने नेतृत्वको राष्ट्रिय स्वतन्त्र पार्टीबारे एमाले अध्यक्ष ओलीक मार्फत,0
प्रतिनिधिसभा प्रदेशसभा निर्वाचनमा कुनै सीट जित्न सक्ने सम्भावना नदेखेपछि ढकाल एमालेको शरणमा परेका हुन् । परिवन्दले हो एमाले उनलाई राजनीतिक संरक्षण दिन तयार भएको ।,0
मु एमाले,0
एमाले हेड्क्वाटरमा प्रधानमन्त्री बन्न स्वस्ती सान्ती बुढानिलकण्ठकै सिको,0
बालेन विरुद्ध काङ्ग्रेस एमाले माओवादीको भोट बैंक सुकुम्बासी बस्ती हटाउने बिषयमा एकमत भएर लागे।,0
एमाले होलि वाईनको कनेक्सन।,0
भन्नाले स्वतन्त्र पार्टी भोट एमाले कांग्रेश गुमाएको बाटै हो त थपथाप नयां भोटर्स,0
एमाले नेता रेनत,0
हजुर हरु एमाले का राष्ट्रीय बा खड्ग प्रसाद जी तपाइ एमाले होइन ?,0
रुरुगाउपालिका भित्र।। एमाले ४७७५ कांग्रेस २०८६ माओवादी १५४४ घन्टी १२२९ बदर ३०६,0
३१ ३१ लाख मत ल्याएका एमाले कांग्रेस अहिले २६ २५ लाखमा छन् ।,0
सुकुम्बासीहरु भोट बैंक मात्रै रहे बालेन नेपाल जापान,0
सुकुम्बासीले काहा कसको लागी भोट हाल्न पाउने हो ??,0
मे बालेनबाट २०५२सालको प्रम देउवाको भाषा दोहोरियो अहिले देउवा प्रचण्ड सरक्षणगर्ने नेता बनेको जगजाहेरछ अब १ सुकिलाहरुले भोट दिएर मे बनेका बालेनको सुकुम्बासी पेल्ने हर्कत हुन्छ? २ नरदेवीमा नेवार पेलेर नेवा सभ्यताको कुरागर्ने बालेनको प्रचण्ड मार्काको तर्कले कति अर्थ बोक्छ? हेरौँ,0
मोई माँझी औंलो वील भोट योर चोर औंलो आउट,0
वृहत नागरिक आन्दोलन भन्ने कुन पार्टी रछ यो? चुनावमा भोट माग्न त आएन यो।,0
२०७१ निवेदन माग्दा ३७० चानचुन निवेदक थे रे त्यहाँ कमिटिले निवेदकको नेपालमा कुनै ठाउमा सम्पति जगा भेटिए जफत हुनेछ भनेपछि सब निवेदक वापस भएर १७ निवेदक मात्रै रहे रे भनेपछि भोट ब्यांक राजनीति बुझ्न गार्हो र?,0
ओलीलाई बालेनको प्रश्न यत्रा बर्ष सुकुम्वासीलाई भोट बैंकको रुपमा मात्रै प्रयोग गर्नुभयो ?,0
अर्थ मन्त्रालय गुरिल्ल एण्ड कं कब्जामा अर्थवारे शुन्य ज्ञानको जत्थाले भरिएको नभेटिएको एम अधिकारी लौ खा भनि अ मन्त्रालयको जिम्मेवारी दिदा भन्सार आराका का सम्पुर्ण काम बैंकलाई दिदाँको असर भन्छु म एम अधिकारी कम चुनावको मुखमा भोट मास्ने काम गरे हामी बुझेनौं,0
सुकुम्बासी तह लगाउनै पर्छ भोट बैंक राजनिती कहिले सम्म जनता जान्न चाहान्छ खिसी हवला,0
कसको भोट बैंक हो हेरौं,0
मुर्ख बालेन थापाथलीका सुकुम्बासी ओलिका भोट बैंक हैनन् प्रकाशमान सिंहका चैं हुन है,0
अब हुने चुनावमा भोट हाल्न लगाएर पुर्याउछ होला।,0
दल बाहिर त म बाहेक अरु कोहि छैन ४२ बर्स उमेर भयो अहिले सम्म भोट हालेको छैन मतदाता कार्ड नै बनाएको छैन अस्तीको स्थानिय चुनाव गाउ गयेर यसो माहोल हेरे पछि मतदाता परिचय पत्र बनाउ जस्तो लागेको थियो फेरि सोचे भो नबनाउ कुनै बेला यस्तै बम्पर अफर आइ हाल्यो ?,0
एकीकृत समाजवादी १७९१३ भोट पछि समय ७ ४४,0
स्याङ्जातिर भोट हाल्न त होलानी ?,0
मनी ट्रान्सफर चर्चा त यदाकदा सुनिन्थ्यो । चुनावले नयाँ न्यारेटिभ जन्माएछ भोट ट्रान्सफर । आफु त ट्वाँ,0
कति भोट आयो ?,0
सत्तामा बस्नेहरुको भोट बैकहो । उनीहरुले काठमाडौ महापालिका लागि सहयोग नर्गन सक्छछन् सर,0
बा का चेला हरु भरि बाैलाउदै थिय भएछ भनेको मेयर साब पोस्ट अाएर पो रैछ,0
तह लगाउनुपर्छ मेयर साब यस्तालाई।,0
अब मेयर तिमी बन यार,0
मेयर बालेन रबि रमेश खरेल रबिन्द्र मिस्र साझा बिबेकसिल लगायतका जुझारुहरु नमिल्दा युवाहरुको मत बिभाजन भएर अधकल्चो परिणाम आयो । परिणाम म्याक्रोनले फ्रान्समा ल्याए जस्तो हो चाहिएको । ५ बर्ष आशा गरौ मध्याबधिको जनताको लागी सकसपुर्ण पछुतो होला जस्तो छ।,0
ओलीको पोस्टमा मेयर सापको प्रहार बल गोलपोस्टभित्र। गोलको टेक्निकल एनालिसिस जारी।,0
सुकुम्बासीलाई भाेट बैंक बनाएर रमिता नहेर्न पूर्वप्रम ओलीलाई मेयर साहकाे सुझाव,0
केपी ओलीलाई मेयर बालेनले दिएको जवाफ कस्तो लाग्यो ?,0
ओलीलाई मेयर बालेनको प्रश्न सुकुम्वासीले भोगेको,0
किल्योर दाजुले मेयर साबको टुईट हेर्यो हेरेन?? समाचारको सिर्शक राखेर आउने हो??,0
काठमाडौं महानगरपालिकाका मेयर बालेन्द्र साह बालेन प्रधानमन्त्री शेरबहादुर देउवालाई भेटेका छन् ।,0
प्रधानमन्त्रीलाई कुर्दै मेयर बालेन्द्र,0
कविताको शीर्षक खुकुरी हो । बालेन्द्र साहलाई सुनाइदिनु ।,0
रास्वपाका माहासचिब कमरेड बालेन्द्र शाह ।।,0
आइन्दा जेसीबी लगाउन परे नगरपालिकालाई सम्झनुः हर्क,0
हर्क,0
थापाथलीको सुकुम्बासी समस्याबारे बोले मेयर हर्क साम्पाङ,0
हर्क उमेदवार जमानत भएछ ?,0
काठमाडौं नगर प्रहरीका एसपी पाण्डे नेपालका दबंग हुन् हर्क साम्पाङ,0
हर्क शंकर गिरि भन्नुहुन्छ,0
हर्क साम्पाङ्ग भनाई सुकुम्बासी प्रकरण,0
बालेन हर्क दिन्छन् ?,0
खै यार केहिको मामलामा होला पार्टी फेर्दै जहाँ पाइन्छ त्यहा गएर भिड्ने खालेहरुको मामलामा सहि हो मलाइ चै जमानत जफत वालाहरुलाई रोक्ने टाइप चै अलिक अमिल्दो लाग्या हर्क साम्पाङकै हेरम अहिले जित्दिए त पहिले??,0
हर्क त फेक होईन होला,0
मलाई लाग्छ संघीयको चुनावमा निर्वाचित हुनुहुने उमेद्वार बिजेता होइनन् उहाँहरु निर्वाचित हुन । यथार्थको विजय त उहाँहरुको कार्यसफलता निहित हुन्छ । होइन र? जस्तै की हर्क बालेन,0
मेयरमा बालेनको जित फगत जित थिएन क्रान्ति नै थियो। शाह हर्क साम्पाङ गोपाल हमालहरूका लागि मतदाताले आफूले मत दिँदै आएको चुनाव चिन्हलाई क्रस गरे। एकचोटि पुलिस हिरासतमा पुगेपछि पटकपटक पुग्न डराउन्नन् भन्या जस्तै हो मत क्रस गर्ने कुरा पनि।,0
चुनाव जित्न जेल बस्नुपर्छ बन्दुक बोक्नुपर्छ भन्ने पुरा संस्कारलाई बालेन हर्क साम्पाङ्गले केहि हदसम्म तोडिदिएका थिए। सधै सत्तामा लिसो टासिंए झैं टाँसिएर भत्ता खानेहरुले नदेखे झैं गरेका थिए। यस पटक त देशै भरी घण्टी बज्यो अब त सुने होलान् नि?,0
हाहा दाजु मेरो दाइ।तपाइ जस्तो इमानदार नेतालाइ टिकट दिलाउन चटके हरु लागेत?तपाइको नाम कसैले लियो?टिकट दिने बेला कसो?,0
हो राज नेता भनेको चाई ?,0
सुकुम्बासी सबैदलले भोटबैंकको रुपमा प्रयोग गर्नसक्ने भएकोले पार्टीहरुले सुकुम्बासी समस्या समाधान गर्ननै चाहादैनन्। बरु बिना लालपुर्जा बिक्री भएको किन्ने नेता हुन्छ उसको आसेपासे सार्बजनिक जग्गाको लालपुर्जा दिने उक्तजग्गा उसैको हुन्छ। सुकुम्बासी बनेको फेरि सुकुम्बासी।,0
उदयपुरका युवा पत्रकार गजेन्द्र राईले प्रतिनिधिसभा निर्वाचनको क्रममा रिपोर्टिङ समाचार लेखेकै भरमा नश्लबादि बाहुन हरुले जेल हालेछन पत्रकार राईलाई थुन्ने यिनि हरु अरु नभएर पक्कै पि ओलि निकट एमाले कै हुनुपर्छ,0
मंसिर ४ गते सम्पन्न भएको प्रतिनिधिसभा तथा प्रदेशसभाको निर्वाचनमा बाँकेबाट मात्रै ६४ हजार एक सय ३८ मत बदर भएको देखिएको ।,0
प्रतिनिधिसभा समानुपातिक मतगणना बर्ष कुन कुन दलले पाउलान् राष्ट्रिय मान्यता ?,0
नेकपा एकीकृत समाजवादी सचिवालय बैठकले प्रतिनिधिसभा प्रदेशसभा सदस्य निर्वाचनको विस्तृत समीक्षाका लागि केन्द्रमा प्रतिवेदन उपलब्ध गराउन प्रदेश जिल्ला कमिटीलाई निर्देशन दिएको ।,0
गण्डकी प्रदेशमा एमालेले प्रतिनिधिसभा सदस्यतर्फ ३ महिला उम्मेदवार बनाएको थियो। कांग्रेस माओवादीलगायत महिला उम्मेदवार बनाएका थिएनन्।,0
वर्तमान सत्ता गठबन्धनका दलहरू नयाँ सरकार गठन गर्ने प्रक्रियामा छन् । प्रतिनिधिसभा निर्वाचनको अन्तिम नतिजा आउन बाँकी रहँदै गर्दा सत्ता गठबन्धनका दलहरूभित्र भावी सत्ता समीकरणको कसरत अघि बढेको हो । खबर खबर,0
प्रतिनिधिसभा प्रदेशसभा सदस्यको यही मङ्सिर ४ गते सम्पन्न मतदानको मतपरिणाम आउने क्रम अन्तिम चरणमा छ।,0
प्रतिनिधिसभा समानुपातिक थ्रेस होल्ड सीमा पार गर्ने सात दल,0
प्रतिनिधिसभा प्रत्यक्षतर्फ निर्वाचित ८ महिलामध्ये नयाँ दलबाटै ३ जना नेपाल बहस,0
प्रतिनिधिसभा प्रदेशसभाको यही मङ्सिर ४ गते सम्पन्न निर्वाचनअन्तर्गत समानुपातिकतर्फको मतगणना जारी । निर्वाचन आयोगका अनुसार हालसम्म कूल ९६ लाख दुई हजार पाँच सय ७६ मतगणना भएको ।,0
उदयपुर १ प्रतिनिधिसभा सदस्यतर्फको रोकिएको मतगणना आजदेखि फेरि सुरू भएको छ। विस्तृत लाइभ टिभी एप कान्तिपुर समाचार कान्तिपुर,0
प्रदेश तथा प्रतिनिधिसभा निर्वाचनअन्तर्गत पछिल्लो मतगणनाअनुसार कुल ९६ लाख २ हजार ५७६ मत गणना सकिएको । मतगणना तथ्यांकअनुसार एमाले पहिलो स्थानमा । उसले २५ लाख ९३ हजार ४६६ मत ल्याएको ।,0
नागरिक निर्वाचन अपडेट प्रतिनिधिसभा प्रदेशसभा निर्वाचन २०७९ निर्वाचनको ताजा परिणाम हेर्नका लागि,0
प्रतिनिधिसभा समानुपातिकतर्फ कसको मत कति ?,0
अछाम क्षेत्र नं १ २ प्रतिनिधिसभा समानुपातिक तर्फको अन्तिम नतिजा अनुसार १ नेपाली कांग्रेस १४५२५ १५८३४ ३०३४९ २ नेकपा एमाले १३९६८ १५०२४ २८९९३ ३ माओवादी केन्द्र ७२२८ ५३३४ १२५६२ ४ नेकपा समाजवादी २७४७ १६२३ ४३७० ५ राष्ट्रिय स्वतन्त्र पाटी ७८५ ६४१ १४२६,0
अहिले नै व्यवस्थाविरुद्ध जाने बेला भएको छैन । राष्ट्रिय स्वतन्त्र पार्टीका नवनिर्वाचित प्रतिनिधिसभा सदस्य विराजभक्त श्रेष्ठसँगको फायरसाइड आज राति ९ बजे । कान्तिपुर टिभी एचडी ।,0
मंसिर ४ भएको प्रतिनिधिसभा तथा प्रदेशसभा निर्वाचनमा विभिन्न राजनीतिक दल स्वतन्त्र उम्मेदवारहरूले २ सय १६ पटक बालबालिका प्रयोग गरेको पाइएको छ।,0
मकवानपुरमा प्रदेश तथा प्रतिनिधिसभा निर्वाचनअन्तर्गत ३१ हजार चार सय ७४ मत बदर भएको ।,0
ताजा खबर पुर्व प्रधानमन्त्री ईलाम १ का प्रतिनिधिसभा उम्मेद्वार झलनाथ खनालले आफ्नो क्षेत्रको मतदानमा धाँधली गरिएको भन्दै मतदान गराउन माग गर्नुभएकोमा उक्त माग जायज रहेको ठहर गरि निर्वाचन आयोगले अब २०८४ मतदान गराउने भएको छ।,0
प्रतिनिधिसभा समानुपातिकतर्फ कुन दलले कति मत ल्याए ?,0
यही मङ्सिर ४ गते सम्पन्न प्रतिनिधिसभा प्रदेशसभा सदस्य निर्वाचनको मतपरिणाम आउने क्रम अन्तिम चरणमा पुगेका बेला पाँच दलीय सत्ता गठबन्धनका शीर्ष नेताबीच भेटवार्ता छलफल सुरु भएको ।,0
२०७९ प्रतिनिधिसभा चुनावबाट,0
निर्वाचन आयोगले यही मङ्सिर ४ गते सम्पन्न प्रतिनिधिसभा तथा प्रदेशसभा सदस्य निर्वाचनमा सहभागी राजनीतिक दल उम्मेदवारलाई परिणाम घोषणा भएको ३५ दिनभित्र निर्वाचन खर्चको विवरण पेस गर्न निर्देशन दिएको ।,0
सुनसरी क्षेत्र नं १ प्रतिनिधिसभा सदस्यमा निवार्चित भएका जनता समाजवादी पार्टीका नेता अशोक राई आफु काठमाण्डौंमा नबस्ने बताएका छन्।,0
प्रतिनिधिसभा निर्वाचन यी हुन संसद यात्रा गर्ने चिकित्सक,0
नागरिक उन्मुक्ति पार्टीका केन्द्रीय सल्लाहकार एवं नवनिर्वाचित प्रतिनिधिसभा सदस्य लालवीर चौधरीले सरकारमा जानका लागि सर्तहरू राखेका छन् ।,0
यही मङ्सिर ४ गते सम्पन्न प्रतिनिधिसभा सदस्य निर्वाचनअन्तर्गत समानुपातिक प्रणालीतर्फ अब १५ प्रतिशत मत गन्न बाँकी रहेको छ।,0
प्रतिनिधिसभा सदस्य निर्वाचनअन्तर्गत समानुपातिक प्रणालीतर्फ अब १५ प्रतिशत मत गन्न बाँकी रहेको ।,0
मंसिर ४ गते सम्पन्न प्रतिनिधिसभा सदस्य निर्वाचनअन्तर्गत समानुपातिक प्रणालीतर्फ अब १५ प्रतिशत मत गन्न बाँकी रहेको ।,0
प्रधानमन्त्री तथा नेपाली कांग्रेसका सभापति शेरबहादुर देउवाले प्रतिनिधिसभा प्रदेशसभा निर्वाचनको मतपरिणाम आउने क्रम अन्तिममा रहेको अवस्थामा पाँचदलीय गठबन्धनमा रहेका दलका शीर्ष नेताहरूसँग छलफल गरेका छन् ।,0
प्रतिनिधिसभा प्रदेशसभा निर्वाचन २०७९ मतपरिणाम प्रतिनिधिसभा२०७९ मतपरिणाम निर्वाचनको ताजा परिणाम हेर्नका लागि,0
सुनसरी ३ प्रतिनिधिसभा अपडेट सूर्य ३०१५५ रुख २५९४५ घण्टी ६१२३ हलो १७५७ लौरो ८४९ कैँची ३१७ ४२१० मतले सूर्य अगाडि,0
अनुभव लिएको एउटा नेता पुस्तामा प्रतिनिधित्व गर्ने गगन हुन् भन्न कसैलाई शंकोच छैन। पुस्तालाई गति दिने समुन्नत नेपालको परिकल्पना गर्ने एकमात्र व्यक्ति गगन थापाले नै हुन् अहिलेको लागी । राजनितिको सुनौलो युगलाई नेतृत्व उनैले गर्नुपर्छ,0
हेरौ समुन्नत नेपाल बन्छकी बन्दैन ।,0
समाज समुन्नत साक्षर हुदै गएपछी कम्यूनिस्टमुक्त हुन्छ भन्थे काठमाडौं चितवनको नतीजाले यही संकेत गर्यो,0
कृषि बैंकको छोराछोरी जीवन समुन्नत खाता,0
तत्वज्ञानले भ्रष्टाचार अन्त्य तत्त्वज्ञानकाे अभावमा आज मानिस पथ भ्रष्ट हुँदै गएकाे छ। जसका कारण समाजमा भ्रष्टाचार दिनानुदिन माैलाउँदै गएकाे छ। समुन्नत समाज राष्ट्र निर्माण एवम् भ्रष्टाचार अन्त्यकाे लागि अवश्य पढाैँ आध्यात्मिक पुस्तक जीउने मार्ग । भ्रष्टाचार मुक्त नेपाल,0
आज सम्म नीति देश समुन्नत भको,0
पुरै अग्रगामी छलांग मारेछ इण्टेरियरले आउनु पर्ला,0
अग्रगामी लेखकले जानेकै सङिय्राको रटान हो।,0
यथास्थितिविरूद्ध असन्तुष्टी आक्रोश राम्रो कुरा हो।त्यसले नै नयाॅ विकल्पको खोजीलाई अभिप्रेरित गर्छ।तर नेतृत्वले असन्तुष्टीलाई सुविचारित अग्रगामी दिशा दिन सकेन स्वस्फूर्त आक्रोश दक्षिणपन्थी उग्रवामपन्थी पपुलिज्म अराजकतावादमा परिणत हुनसक्छ कराइबाट उम्केर भूंग्रोमा नफसौं,0
पश्चहामी अग्रगामी भनेर ट्याग लगाउने अल जजीराको नेपाली शाखाले हो ?,0
०४१ बजेट भाषण मार्फत डा प्रकाश चन्द्र लोहनीले नेपाललाई आर्थिक उदारीकरणमा लैजाने नीति लिनुभयो त्यहीँ नीति ७ बर्षपछी नरसिंहराओका अर्थमन्त्री डा मनमोहन सिंहले लिनुभयो कुनैबेला नितिनिर्माणमा हामी अग्रगामी अबस्थामा थियौ भन्ने एउटा दृष्टान्त हो नेपालमा यसको कार्यन्वनको तिब्रताको,0
गर्ने? अग्रगामी छलांग जो मार्नु थियो,0
प्रतिगामी सरकार बनाउन अग्रगामी फोन गर्यो रे प्रग्रगामी सरकार होलाकी नहोला,0
बाउराम भट्टराई शब्दकोष अग्रगामी प्रतिगामी संमिधान रक्षा स्वाधीनता अग्रगामी छलाङ्ग दक्षिणपन्थी आदी इत्यादी शब्दः भरिएको ट्वीट कति बेला आउछ होला??,0
राष्ट्रीय स्वतन्त्र पार्टी आफ्नो धारणा स्पष्ट गरोस १ एमसिसी एसपिपि २ संघियता धर्मनिरपेक्षता ३ प्रदेश संरचना ४ मन्त्री मण्डल संख्या ५ असमान सम्धी सम्झौता,0
नेकपा एमालेका अध्यक्ष केपी शर्मा ओलीले रवि लामिछाने नेतृत्वको राष्ट्रिय स्वतन्त्र पार्टी प्रति कटाक्ष गर्दै चुनाव चिह्न बारे सोधेका छन् ।,0
रवि लामिछानेको राष्ट्रिय स्वतन्त्र पार्टीप्रति ओलीको टिप्पणी मार्फत,0
हमरोबी केपी शर्मा ओली ओली बा रवि लामिछानेले अमेरिका स्वतन्त्र पार्टी अनुसरण हजुरको पार्टीचिनले कुन देशको अनुसरण?,0
माओवादी केन्द्र १७ हज़ार १७ सिट राष्ट्रीय राजनीतिमा आएको १७ बर्ष कमरेड हाहा हा माओवादी कमरेड,0
अब कस्को सरकार बन्ने भो त कम्रेड ??,0
कमरेड जंग बहादुर राणा।,0
अरु कसले भन्नू नि ? तपांईले नै भन्नू भा होइन कमरेड ?,0
कमरेड ओलि माक्स लेनिन हरु चै झापा तिरका होलान ?,0
कति लिन्छाै त कमरेड काे कलास ।,0
धत् विताएछ त कमरेड गोगन साँप,0
चाहिँ हो कमरेड,0
खै कमरेड पुर्व उधाउने घाम पश्चिम पुग्दै आधा बाटोमै हराई सक्यो तपाईं सुसानको कुरा गर्नु हुन्छ अझै यस्तै सत्र हजार सहिद ब्युझेर भन्न सक्छन प्रचण्डेले भोलिको बिहान नदेखोस भनेर,0
कमरेड कुल कुल। आज जना म संग बिहान बिहानै फायर भा छन बा हो?,0
अझै पैसा तितेर भकुण्डो हेर्ने होत कमरेड ?दुनियाँ एप्स आएका छन त हौ।,0
माओवादीको फौज बक्सा बोक्न दोलखा गएको थियो सबैले चाल पाए बक्सामा आफैं मत हालेको त्यसैले रित्तै फर्किएरे है कमरेड अब पो गर्नु,0
एक नेता एक राजनीतिक तिरबाज मित्रको गिलास पार्टीमा गएछन्। गिलास कोठाको भित्तामा चलतीका कमरेडहरुका फोटाहरु टाँगिएका भन्दा माथी जंग बहादुर राणाको फोटो थियो पहिचान खुलाउन कम ज ब रा लेखिएको थियो। जिग्यासाबस नेताले सोधे कमरेड चै किन? उत्तर ?,0
कुन ठाँउ हो कमरेड यो?,0
अब बा प्रधानमन्त्री भए पछि फिर्ता ल्याउनुपर्छ कम्रेड,0
ति इस्वरि प्र्साद लाइ ओलि कमरेड भागबन्डा मै नियुक्ति गर्या होइन त काङ्रेस लाइ कोटा दिएर प्रमुख आयुक्त हुन खोज्या होलान,0
१० वर्ष जनयुद्धमा १७ ००० मान्छे मारेर १७ वर्षदेखी २०६२ राजनीति गरेर चुनावमा १७ मात्रै सिट जितेको बधाई कमरेड,0
एमालेले भन्दा एक सिटमात्रै भएपनि बढी जित्छौँ भनेर कमरेड रामकुमारी झाँक्रीले भन्दै हुनुहुन्थ्यो । आज त फेरि सन्देशसहितको तस्बिर पो ल्याउनुभयो त झ्याप्पै । यही त होला नि है टाइम इज डाइनामिक भन्या ? कसो पो नि कमरेडहरू ?,0
कमरेड बाख्रा धेरै भयो तपाईंको,0
कमरेड कुरा रहेछ??,0
राज नेता भनेपछि कुरा त्यही अनुसार भनेर बुझौं कमरेड,0
रघुबिरको सम्भावना कमरेड ?,0
कांग्रेस मास बेस्ड पार्टी हो त्यसैले क्याडर बेस्ड पार्टीको जस्तो अर्को पार्टीमा सत प्रतिशत मत ट्रान्सफर हुँदैन।यति नबुझी राजनीति गर्छौ ह द लाल कमरेड कांग्रेसको मत कति ट्रान्सफर भयो कति भएन?,0
कम्रेड प्रकाशमान।,0
बढाई कमरेड चुनाब जितेको भन्दा झलेलाई झोलमा दुबाएको,0
चुनाव अगाडि नै श्रमिकको पारिश्रमिक ५० ५५ हजार भन्देको भए चुनावमा दुई तिहाइ भन्दा बढि शीत आउथ्यो झोले कमरेड,0
इलाम कम्रेड सर्पनाथ अवस्था,0
असम्भव गीत नगाम कमरेड,0
५ वर्ष कुन चिन्हबाट लड्ने होम गर्दै गर्नुस कमरेड,0
प्रदीप ज्ञवाली डा सूर्य पाठक सुरेन्द्र पाण्डे शंकर पोखरेल डा बिजय सुब्बा यतिले चै जित्नु पर्थ्यो।,0
२३ अग्नि खरेल २४ शेर बहादुर तामाङ २५ बालकृष्ण खाँड २६ सुजता कोइराला २७ बिजय गच्छदार परेका नेताहरु,0
प्रचण्डकाे पाटीकाे कमाल जताततै सत्रै सत्र । २०५२ देखि २०६२ सम्म १० बर्षे जनयुद्द १७ हजारे २०६२ देखि २०७९ सम्म सरकारी ओहाेदामा १७ वर्षेे २०७९ काे प्रतिनिधिसभामा बिजय १७ सिटे।,0
मोरङ् क्षेत्र नं ६ बिजय यात्रा मृगौलिया करेबना।,0
सुनसरी ३ प्रतिनिधि सभा अपडेट भगवती चौधरी एमाले ३२ ४१७ बिजय गच्छदार कांग्रेस २७६५६ नेपालप्रेस,0
मैले चुनावनै लडिन नि बिजय जि ।,0
रा प्र पा बिजय जुलुस नेपाल गंज बाँके,0
सुनसरी निर्वाचन क्षेत्र नम्बर ३ प्रतिनिधि सभा तर्फ अपडेट भगवती चौधरी सुर्य ३०१५५ बिजय कुमार गच्छदार रुख २५९४५ कमलबाबु मैनाली घण्टी ६१२३,0
१० बर्षे जनयुद्द १७ हजारे २०६२ सरकारी ओहाेदामा १७ वर्षेे २०७९ काे प्रतिनिधिसभामा बिजय १७ सिटे हाम्राे राष्ट्रिय चराे प्रचण्डकाे पाटीकाे कमाल सत्रै सत्र । याे संयाेग हाे त,0
अबको दिनमा मतगणना सकिन्छ कसैले जित्ला कसैले हार्ला जित्नेहरूको बिजय जुलुस सुरुहुन्छ त्योपनि सकिन्छ भोज भतेर सुरुहुन्छ त्योपनि सकिन्छ ।अनि अहिले खुब मच्चीमच्ची छिनछिनमा मतगणनाको अपडेट दिराख्ने एकअर्कालाई स्टाटसमा छेडखानी गर्ने हामीहरूले आफूले हारेको बल्लचाल पाउँछौ,0
